,position,r2,rmse
106,"(1, 7, 11)",0.5217477645762092,0.1657719374072367
107,"(1, 7, 12)",0.45672179003195723,0.17668254733569716
108,"(1, 7, 13)",-0.24610104085673234,0.26758338183719443
109,"(1, 7, 14)",0.4788125381082622,0.17305314187778223
110,"(1, 7, 15)",0.5663816496935321,0.157847001110149
111,"(1, 7, 16)",-0.04704870181298282,0.24528215332480174
112,"(1, 8, 1)",-0.021902035060387348,0.24231881742333208
113,"(1, 8, 2)",-0.1467324034900206,0.25669271955509065
114,"(1, 8, 3)",-0.08554534820034232,0.24975057350268015
115,"(1, 8, 4)",-0.1267709087741904,0.2544487500092701
116,"(1, 8, 5)",-0.2909499355276539,0.2723561641297664
117,"(1, 8, 6)",-0.2465925102419917,0.2676361448441427
118,"(1, 8, 7)",0.5577740561457306,0.15940598293952787
119,"(1, 8, 8)",-0.16657385237990052,0.258903921060169
120,"(1, 8, 9)",-0.07258011064691705,0.24825464235560848
121,"(1, 8, 10)",-0.11687729204434105,0.2533291928589204
122,"(1, 8, 11)",0.5252111106581918,0.1651706137381093
123,"(1, 8, 12)",0.5757237591920945,0.15613737186906898
124,"(1, 8, 13)",0.4946835805441133,0.17039789049050824
125,"(1, 8, 14)",0.5448591210072754,0.16171690863350976
126,"(1, 8, 15)",-0.005136024832637531,0.24032277393014018
127,"(1, 8, 16)",-0.5737363851639175,0.3007104370303143
128,"(1, 9, 1)",-0.28348839477581844,0.2715679299993081
129,"(1, 9, 2)",0.5509311315721933,0.1606345582249191
130,"(1, 9, 3)",0.5686664533025495,0.15743059145752147
131,"(1, 9, 4)",-0.16082911555488622,0.25826565435885895
132,"(1, 9, 5)",0.003671694857405039,0.2392675172268185
133,"(1, 9, 6)",0.501012715625521,0.16932740323875448
134,"(1, 9, 7)",-0.004142955772561185,0.2402040257794162
135,"(1, 9, 8)",0.3600446029252057,0.19175970895628897
136,"(1, 9, 9)",-0.2652526911630162,0.26963182032482347
137,"(1, 9, 10)",-0.12122512699703747,0.25382180009508953
138,"(1, 9, 11)",-0.15394372129495038,0.25749857090365547
139,"(1, 9, 12)",-0.3164743098717797,0.27503546798498096
140,"(1, 9, 13)",0.48536938385065354,0.17196114119577105
141,"(1, 9, 14)",-0.007716936782281358,0.24063111740560666
142,"(1, 9, 15)",-0.3292374593247649,0.27636547938811207
143,"(1, 9, 16)",0.5243434983086017,0.16532145831350156
144,"(1, 10, 1)",-0.00828968380630779,0.24069949036527874
145,"(1, 10, 2)",-0.05699227299954024,0.2464440941582293
146,"(1, 10, 3)",0.5353307728135486,0.1634009077814709
147,"(1, 10, 4)",0.4524912977418526,0.17736912437618424
148,"(1, 10, 5)",-0.1124144476085438,0.252822556885029
149,"(1, 10, 6)",0.4749906212219346,0.17368649041494935
150,"(1, 10, 7)",-0.15219430411979418,0.2573033086579555
151,"(1, 10, 8)",0.445851328458006,0.17844141443746772
152,"(1, 10, 9)",-0.0017776973517957817,0.23992095873595948
153,"(1, 10, 10)",-0.11242647167239017,0.2528239232581274
154,"(1, 10, 11)",-0.09554965698933837,0.25089877590079834
155,"(1, 10, 12)",0.46175732332573394,0.175861824147098
156,"(1, 10, 13)",-0.11510798052037585,0.25312845643223414
157,"(1, 10, 14)",-0.008290294586222213,0.24069956326813308
158,"(1, 10, 15)",-0.0022675123381361573,0.23997960573923244
159,"(1, 10, 16)",-0.6026464788669823,0.30345994564855144
160,"(1, 11, 1)",-0.5233646205978928,0.2958587659205918
161,"(1, 11, 2)",-0.0006541039205298915,0.2397863733659701
162,"(1, 11, 3)",-0.26580210598429144,0.2696903555253808
163,"(1, 11, 4)",-0.05033200712922059,0.24566642668619473
164,"(1, 11, 5)",-0.08944728033240246,0.2501990281224812
165,"(1, 11, 6)",-0.114204161130387,0.25302585256419585
166,"(1, 11, 7)",-0.4954224370904725,0.2931328261053259
167,"(1, 11, 8)",0.4811592991403896,0.17266309742498084
168,"(1, 11, 9)",0.4534058182220285,0.17722092993848104
169,"(1, 11, 10)",0.3842317027197062,0.18810102912405152
170,"(1, 11, 11)",-0.1407788310186111,0.25602550746773917
171,"(1, 11, 12)",0.46499178188947576,0.17533262520628642
172,"(1, 11, 13)",0.2943446312264425,0.20136261098556463
